Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
ALL3000001;cancelado;10/06/2016;10/06/2016;0;0480/2016/DC/4600;;"15/08/2016 - PPI em elaboração. Entrega prevista para 22/08 - Aloo Telecom

10/06/2016 - Cancelamento de Ativação do Circuito

Acesso feito?   
Custo do Acesso: R$"
ALL3000001;pend. implantação;19/08/2015;29/02/2016;0;067/2015/DC/4600;10631;"02/02 - Em viabilidade por atendimento por EILD, concessionária de energia negou o compartilhamento de postes.
25/01 - Prefeitura solicitou em 25/01 revisão do projeto com nova rota.
20/01 - Previsão para feedback da concessionária de energia sobre o licenciamento para 21/01
11/01 - Previsão para feedback da concessionária de energia sobre o licenciamento para 21/01.
06/01 - Aguardando licenciamento para início das obras. Marlise está tratando diretamente com a concessionária de energia local;
14/12 - Aguardando licenciamento para início das obras;07/12 - Aguardando licenciamento para inicio das obras.
30/11 - Aguardando número do protocolo, pendente licenciamento.
23/11 - Aguardando número do protocolo, previsto para até 27/11.
16/11 - Nova vistoria foi realizada, aguardando número do novo protocolo.
09/11 - Nova vistoria em andamento para atender as exigências da concessionária, protocolo até 13/11.
03/11 - Nova vistoria em andamento para atender as exigências da concessionária, protocolo até 13/11.
26/10 - Protocolo junto a concessionaria local ate 30/10, contrato de compartilhamento de uso dos postes em andamento.
19/10 - Projeto em análise da Eng. de Acesso, previsto análise até 20/10.
09/10 - Projeto não entregue pelo fornecedor, previsto para 14/10.
28/09 - Previsto entrega do projeto para até 07/10.
24/09 - A vistoria foi executada. Foi solicitado prazo para envio do projeto. 
14/09 - Vistoria agendada para 24/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 04/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia."
AML3000003;pend. implantação;22/08/2016;00/00/0000;0;0713/2016/DC/4600;23044;"19/09/2016- Obra concluída, em configuração de CPE para envio.
12/09/2016- Obra concluída, em configuração de CPE para envio.
05/09/2016- Obra concluída, em configuração de CPE para envio.
29/08/2016 - Obra concluída, em configuração de CPE para envio.
24/08/2016 - Enviada OS e VTA para Engenharia."
AML3000003;pend. comercial;16/11/2015;10/06/2016;0;;;"10/06/2016 - Cancelamento de Ativação do Circuito

07/06/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
31/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
23/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
28/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
21/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
17/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
01/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
25/01 - Obra concluída, aguardando OS definitiva para instalação do CPE.
21/01 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/12 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
07/12 - Obra concluída, aguardando OS definitiva para instalação do CPE.
23/11 - Obra concluída, aguardando OS definitiva para instalação do CPE.
16/11 - Obra concluída, aguardando OS definitiva para instalação do CPE. 
09/11 - Obra concluída, aguardando OS definitiva para instalação do CPE. 
03/11 - Obra concluída, aguardando OS definitiva para instalação do CPE"
AML3000003;cancelado;10/06/2016;10/06/2016;0;0481/2016/DC/4600;;"15/08/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE - ativar em até 30 dias

10/06/2016 - Cancelamento de Ativação do Circuito

Acesso feito?   
Custo do Acesso: R$"
AML3000003;pend. implantação;19/08/2015;26/10/2015;0;068/2015/DC/4600;10632;"26/10 - Obra concluída em 23/10, testes de integridade de FO em andamento  26/10. 
19/10 - Em confirmação do início de obra em 19/10 - previsto conclusão até 22/10.
16/10 - O fornecedor alegou problemas com o transporte de materiais. Previsão de início no dia 19/10/2015 e termino dia 22/10/2015
01/10- Previsto início da obra para até 10/10.
28/09 - Previsto início da obra para até 09/10.
24/09 - Cobrado retorno da G4S para informar a data de execução da obra.
21/09 - Em abertura de OS de execução - em agendamento de execução com fornecedor.
14/09 - Projeto em análise pela eng. de acesso e alinhando cronograma de execução.
01/09 - Vistoria realizada em 27/08, previsto projeto para 14/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia."
APL3000009;pend. implantação;22/08/2016;00/00/0000;0;0714/2016/DC/4600;23045;"19/09/2016 - Em obra previsto conclusão até 23/09.
13/09/2016 - Em obra previsto conclusão até 23/09.
05/09/2016 - Ppi aprovado pelo cliente. Aguardando data para lançamento de fibra interna, pois empresa está terminando o SEBRAE-AP
29/08/2016 - Em obra, previsto conclusão para 30/08.
24/08/2016 - Enviada OS e VTA para Engenharia."
BAL3000004;pend. implantação;22/08/2016;00/00/0000;0;0715/2016/DC/4600;23047;"19/09/2016 - Ponta cliente: Previsto início de obra para 26/09 conclusão até 30/09. Ponta Telebras será instalado equipamento do fornecedor de EILD no dia 19/09.
13/09/2016 - Ponta cliente: Previsto início de obra para 26/09 conclusão até 30/09. Ponta Telebras será instalado equipamento do fornecedor de EILD no dia 19/09.
'12/09/2016 - Mantém-se última previsão.
06/09/2016 - Em mobilização para início obra, previsto para semana do dia 12/09.
'05/09/2016 - Empresa está aguardando terceirizadas com data para lançamento
29/08/2016 - Aguardando Anatel liberar acesso para início de obra.
24/08/2016 - Enviada OS e VTA para Engenharia"
CEL3000001;pend. implantação;22/08/2016;00/00/0000;0;716/2016/DC/4600;23048;"19/09/2016 - Obra iniciada em 19/09, previsto conclusão para primeira semana de outubro.
08/09/2016 - MOB TELECOM agendará implantação até 09/09
'06/09/2016 - Em mobilização para início de obra no dia 12/09 previsto conclusão para 19/09.
'05/09/2016 -  PPI aprovado pelo cliente
29/09/2016 - Vistoria realizada, aguardando entrega do PPI para até 30/08.
24/08/2016 - Enviada OS e VTA para Engenharia."
CEL3000001;pend. comercial;16/11/2015;10/06/2016;0;;;"10/06/2016 - Cancelamento de Ativação do Circuito

07/06/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
31/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
23/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
28/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
21/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
17/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/03/2016 - Aguardando OS definitiva para contratar fornecedor de EILD
10/03/2016 - Aguardando OS definitiva para contratar fornecedor de EILD
01/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
25/01 - Obra concluída, aguardando OS definitiva para instalação do CPE.
20/01 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD
14/12 -   Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
07/12 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
30/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
23/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
16/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD. 09/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD. 03/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD."
CEL3000001;cancelado;10/06/2016;10/06/2016;0;0482/2016/DC/4600;;"10/06/2016 - Cancelamento de Ativação do Circuito

Acesso feito?   
Custo do Acesso: R$"
CEL3000001;pend. implantação;19/08/2015;26/10/2015;0;069/2018/DC/4600;10633;"26/10 - Viabilidade de EILD CEMIG TELECOM, com o comercial Telebras para analise.
19/10 - Em solicitação de viabilidade por EILD previsto retorno até 27/10 - Dificuldade para receber projeto do fornecedor de FO, já sinalizado dificuldades para implantação do acesso Telebras.
09/10 - Projeto não entregue pelo fornecedor.
05/10 - Aguardando entrega do projeto do fornecedor previsto para entregar até 09/10.
01/10 - Aguardando entrega do projeto do fornecedor previsto para entregar até 09/10.
30/09 - Previsto entrega do projeto para 08/10.
28/09 - Previsto entrega do projeto para 29/09.
24/09 - Vistoria sendo realizada 24/09.
14/09 - Vistoria agendada para 22/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 04/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
DFAC000044;pend. cliente;09/09/2016;00/00/0000;0;;;"'19/09/2016 - Cliente (Anatel) está fechando contrato de acordo de cooperação técnica com RNP para Telebras realizar vistoria.
'05/09/2016 - Cliente (Anatel) está fechando contrato de acordo de cooperação técnica com RNP para Telebras realizar vistoria."
DFAC000044;pend. implantação;22/08/2016;09/09/2016;0;0738/2016/DC/4600;23049;24/08/2016 - Enviada OS e VTA para Engenharia.
DFAC000044;pend. implantação;19/08/2015;09/11/2015;0;066/2015/DC/4600;10634;"03/11 - Canalização concluída, cliente só autorização conclusão após contrato assinado entre Telebras e Anatel.
27/10 - Cliente Patrick não permitiu a passagem de cabos de FO nas dependências da ANATEL por razões contratuais com a Telebras. Aguardando definição de contrato para conclusão.
26/10 - Em obra, conclusão em 27/10. 
19/10 - Previsto conclusão da obra para 27/10 conclusão até 03/11.
16/10 - Nova previsão 27/10.
13/10 - Aguardado cronograma de execução de inicio de obra.
05/10 - Enviado projeto para análise da Anatel em 02/10, faremos contato em 06/10 solicitando aprovação.
28/09 - Vistoria realiza em 24/09 - Aguardando cronograma de entrega de projeto do fornecedor.
14/09 - Vistoria agendada para até 25/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
DFAC000044;pend. cliente;09/11/2015;10/06/2016;0;;;"10/06/2016 - Cancelamento de Ativação do Circuito

07/06/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
31/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
23/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
02/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
26/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
18/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
28/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
21/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
17/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
14/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
10/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
01/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
25/01 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
20/01 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
14/12 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
07/12 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
30/11 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
23/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
16/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
09/11 - Canalização concluída, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel."
DFAC000044;cancelado;10/06/2016;10/06/2016;0;0479/2016/DC/4600;;"10/06/2016 - Cancelamento de Ativação do Circuito

Acesso feito?   
Custo do Acesso: R$"
DFL3000019;pend. implantação;22/08/2016;00/00/0000;0;0710/2016/DC/4600;23050;"19/09/2016 - Em obra, previsto conclusão de lançamento e fusão de FO até 23/09.
12/09/2016 - Aguardando retomada das obras para lançamento de cabo óptico, cronograma até 14/09.
05/09/2016 - Vistoria agendada, previsto para até 09/09.
29/08/2016 - Em mobilização para retomada de obra, aguardando cronograma até 31/08.
24/08/2016 - Enviada OS e VTA para Engenharia."
DFL3000019;pend. implantação;19/08/2015;09/11/2015;0;070/2015/DC/4600;10635;"03/11 - Canalização concluída, cliente só autorização conclusão após contrato assinado entre Telebras e Anatel.
26/10 - Em obra, conclusão ate 27/10. 
19/10 - Previsto conclusão da obra para 27/10 conclusão até 03/11.
13/10 - Aguardado cronograma de execução de inicio de obra.
05/10 - Enviado projeto para análise da Anatel em 02/10, faremos contato em 06/10 solicitando aprovação.
02/10 - Empreiteira encaminhou os projetos, que foram reenviados para a Anatel avaliar e dar OK.
28/09 - Vistoria realiza em 24/09 - Aguardando cronograma de entrega de projeto do fornecedor.
14/09 - Vistoria agendada para até 25/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
DFL3000019;pend. comercial;30/11/2015;10/06/2016;0;;;"10/06/2016 - Cancelamento de Ativação do Circuito

07/06/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
31/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
25/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
02/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
26/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
18/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
28/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
17/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
14/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
10/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
01/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
25/01 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
20/01 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
07/12 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
30/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel."
