Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
MINISTÉRIO DAS COMUNICAÇÕES;Governo;GOL3000001;MINICOM - GNA;L3;10;10;01751/2015/DC/4600;25/06/2015;Contrato;27/11/2015;12/2015-MC;;GOGNA0TR001;desconhecido;R$ 9.164,83 ;00/00/0000;operação;downgrade;"16/03/16 - Enviado email para comercial informando alteração da banda
19/02/2016 - Alterado banda para 10Mbps
18/02/2016 - Em configuração 
19/01/2016 - Recebido Os de redução de banda de 30Mbps para 10Mbps"
MINISTÉRIO DAS COMUNICAÇÕES;Governo;MGL3000001;MINICOM - BHE;L3;10;10;01752/2015/DC/4600;25/06/2015;Contrato;26/11/2015;12/2015-MC;;MGBHE0PM002;desconhecido;R$ 9.164,83 ;00/00/0000;operação;mudança de configuração;"16/03/16 - Enviado email para comercial informando inclusão de snmp
18/02/16 - Efetuado configuração do snmp - 
18/02/2016 - Em configuração 
19/01/2016 - Recebido Os para inclusão do snmp-server host 10.1.0.83"
MINISTÉRIO DAS COMUNICAÇÕES;Governo;MGL3000002;MINICOM - BHE 2;L3;30;0;01670-2015/DC/4600;04/05/2015;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;01/06 - Recebido email do pós-vendas cancelando OS de Oportunidade do segundo circuito de BHE
MINISTÉRIO DAS COMUNICAÇÕES;Governo;MTL3000001;MINICOM - VAZ;L3;10;10;01748/2015/DC/4600;25/06/2015;Contrato;20/01/2016;12/2015-MC;;MTVAZ0TC002;desconhecido;R$ 9.164,83 ;00/00/0000;operação;ativado;16/03 - Circuito ativado e testado sem taxa de erro em 20/01/2016.  Foi alterado a banda de 30Mbps para 10Mbps em 18/02/2016
MINISTÉRIO DAS COMUNICAÇÕES;Governo;RJL3000002;MINICOM - RJO;L3;10;10;01749/2015/DC/4600;25/06/2015;Contrato;02/12/2015;12/2015-MC;;RJRJO0PM012;desconhecido;R$ 19.335,68 ;00/00/0000;operação;downgrade;"16/03/16 - Enviado email para comercial informando alteração da banda
18/02/2016 - Alterado banda para 10Mbps
18/02/2016 - Em configuração 
19/01/2016 - Recebido Os de redução de banda de 30Mbps para 10Mbps"
MINISTÉRIO DAS COMUNICAÇÕES;Governo;RSL3000001;MINICOM - PAE;L3;10;10;01747/2015/DC/4600;25/06/2015;Contrato;03/12/2015;12/2015-MC;;RSPAE0PM002;desconhecido;R$ 9.164,83 ;00/00/0000;operação;downgrade;"16/03/16 - Enviado email para comercial informando alteração da banda
14/03/2016 - Alterado banda para 10Mbps
18/02/2016 - Em configuração 
19/01/2016 - Recebido Os de redução de banda de 30Mbps para 10Mbps"
MINISTÉRIO DAS COMUNICAÇÕES;Governo;SCL3000001;MINICOM - FNS;L3;10;10;01750/2015/DC/4600;25/06/2015;Contrato;30/12/2015;12/2015-MC;;SCFNS0PP001;desconhecido;R$ 9.164,83 ;00/00/0000;operação;downgrade;"16/03/16 - Enviado email para comercial informando alteração da banda
18/02/2016 - Alterado banda para 10Mbps
18/02/2016 - Em configuração 19/01/2016 - Recebido Os de redução de banda de 30Mbps para 10Mbps"
MINISTÉRIO DAS COMUNICAÇÕES;Governo;SPL3000003;MINICOM - SPO;L3;10;10;01746/2015/DC/4600;25/06/2015;Contrato;05/01/2016;12/2015-MC;;SPBRE0PM002;desconhecido;R$ 9.164,83 ;00/00/0000;operação;downgrade;"16/03/16 - Enviado email para comercial informando alteração da banda
18/02/2016 - Alterado banda para 10Mbps
18/02/2016 - Em configuração 
19/01/2016 - Recebido Os de redução de banda de 30Mbps para 10Mbps"
MINISTERIO DE MINAS E ENERGIA;Governo;DFAC000061;MIN. MINAS E ENERGIA;AC;100;100;0221/2016/DC/4600;29/03/2016;Contrato;09/08/2016;00000001/2016;;DFBSA0PM012;desconhecido;R$ 11.566,02 ;00/00/0000;operação;alteração para AS;10/08/2016 - Recebida OS de Mudança de Rota Estática para BGP
MINISTÉRIO DO MEIO AMBIENTE - MMA;Governo;DFAC000065;MINISTÉRIO DO MEIO AMBIENTE;AC;100;100;0431/2016/4600;25/05/2016;Contrato;02/08/2016;07/2016/MMA;;DFBSA0PM012;desconhecido;R$ 11.891,81 ;00/00/0000;operação;ativado;02/08/2016 - Circuito ativado
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;DFAC000059;MTE - BRASÍLIA;AC;200;200;0216/2016/DC/4600;23/03/2016;Contrato;31/03/2016;00000001/2016;;desconhecido;desconhecido;R$ 18.979,87 ;00/00/0000;operação;mudança de configuração;"01/04/16 - Aplicado configuração de SNMP e testado com o cliente. Aguardando OK do cliente.

Recebido OS solicitando liberação de SNMP."
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;DFL3000018;MTE - BRASÍLIA;L3;200;0;0038/2015/DC/4600;24/06/2015;Oportunidade;;;;DFBSA0PP004;desconhecido;R$ 29.169,24 ;17/08/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;MGL3000003;MTE - BELO HORIZONTE;L3;60;0;0036/2015/DC/4600;24/06/2015;Oportunidade;;;;MGBHE0PM004;desconhecido;R$ 10.781,99 ;17/08/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;MGL3000004;MTE - DIVINOPOLIS;L3;10;0;0039/2015/DC/4600;24/06/2015;Oportunidade;;;;MGDVL0TR001;desconhecido;R$ 4.360,96 ;17/08/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;MGL3000005;MTE - POÇOS DE CALDAS;L3;10;0;0040/2015/DC/4600;24/06/2015;Oportunidade;;;;MGPCS0TR001;desconhecido;R$ 4.360,96 ;17/08/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;MGL3000006;MTE - BARREIRO;L3;10;0;0037/2015/DC/4600;24/06/2015;Oportunidade;;;;MGBHE0PP001;desconhecido;R$ 4.360,96 ;17/08/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTERIO DO TRABALHO E EMPREGO - MTE;Governo;MGL3000007;MTE - BELO HORIZONTE 2;L3;40;0;083/2015/DC/4600;19/08/2015;Oportunidade;;;;desconhecido;desconhecido;R$ 9.039,62 ;20/10/2015;cancelado;cancelado;"13/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
MINISTÉRIO DO TURISMO;;DFAC000004;MIN. TURISMO;AC;0;0;;00/00/0000;Contrato;05/09/2012;;;DFBSA0PM007;DFBSA0PM007;R$ 0,00 ;00/00/0000;desativado;desativado;Memorando de desativação recebido. Circuito desativado
MINISTÉRIO DO TURISMO;;DFAC000005;MTUR_EMBRATUR;AC;0;0;;00/00/0000;Contrato;18/09/2012;;;DFBSA0PM007;DFBSA0PM007;R$ 0,00 ;00/00/0000;desativado;desativado;Memorando de desativação recebido. Circuito desativado
MINISTÉRIO DOS ESPORTES;Governo;DFAC000046;MIN. ESPORTES IP;AC;600;200;01900/2015/DC/4600;22/09/2015;Contrato;05/11/2015;;;DFBSA0PP004;desconhecido;R$ 51.450,74 ;16/10/2015;operação;alteração de acesso;"11/07/2016 - Migração de Rádio para Fibra Óptica realizada com sucesso. Alteração nas ferramentas de monitoração já realizado.
30/06/16 - Recebido da Engenharia handover para migração do rádio acesso para Fibra Óptica, no endereço do SIG.
Handover da FO para PSG efetuado na ocorrência: 18572."
MINISTÉRIO DOS ESPORTES;Governo;DFL2000035;MIN. ESPORTES - SIG-SEDE;L2;200;100;01901/2015/Dc/4600;22/09/2015;Contrato;05/11/2015;;;DFBSA0PP004;DFBSA0PP004;R$ 48.028,67 ;16/10/2015;operação;alteração de acesso;"11/07/2016 - Migração de Rádio para Fibra Óptica realizada com sucesso. Alteração nas ferramentas de monitoração já realizado.
30/06/16 - Recebido da Engenharia handover para migração do rádio acesso para Fibra Óptica, no endereço do SIG.
Handover da FO para PSG efetuado na ocorrência: 18572."
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;ALAC000001;MPT - PRT19;AC;10;10;2068/2015/DC/4600;23/12/2015;Contrato;19/05/2016;;;ALMCO0TR002;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;"03/08/16 - Enviado teste de banda conforme procedimento pré-definido com a Ivy.
01/07/16 - Teste de banda executado pelo NoC, reprovado pela GOM.  Solicitado novo Teste de banda.
30/05/16 - Enviado ao cliente, documento orientativo para abertura de chamados e teste de banda.
19/05/2016 - Circuito ativado"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;AMAC000002;MPT - PRT11;AC;10;10;2076/2015/DC/4600;23/12/2015;Contrato;29/07/2016;;;AMMNS0PM007;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;11/08/16 - enviado email para o cliente e pós-vendas informando a ativação do circuito juntamente com o documento orientativo para abertura de chamados
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;BAAC000006;MPT - PRT05;AC;10;10;2082/2015/DC/4600;23/12/2015;Contrato;12/05/2016;;;BASDR0PP002;BASDR0TC011;R$ 0,00 ;00/00/0000;operação;ativado;"05/07/16 - Solicitado execução de teste de banda conforme procedimento GOM IP
12/05/16 - Circuito ativado
- Enviado documento orientativo para abertura de chamado
- Pendente cliente agendar teste das configurações de segurança (SSH, SNMP, ICMP)"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;CEAC000001;MPT - PRT07;AC;10;10;2080/2015/DC/4600;23/12/2015;Contrato;06/06/2016;;;CEFLA0PP001;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;"25/07/16 - solicitado cadastro nas ferramentas de monitoração.
09/06/16 - circuito ativado em 06/06/16 
- Enviado email para cliente e pós-venda com resultado de testes de banda e orientações para abertura de chamado"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;DFAC000049;MPT;AC;10;0;097/2015/DC/4600;10/11/2015;Oportunidade;;;;DFBSA0PP004;desconhecido;R$ 0,00 ;26/01/2016;cancelado;cancelado;18/02/2016 - Recebida OS de Cancelamento de Ativação
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;DFAC000050;MPT - PRT10;AC;10;10;2077/2015/DC/4600;23/12/2015;Contrato;06/05/2016;;;DFBSA0PM007;DFBSA0PM012;R$ 0,00 ;18/02/2016;operação;ativado;"01/07/16 - Realizado novo teste de Banda. Passou ok. Pico medido: IN - 11,22 Mbps e OUT: 10,37Mbps.
30/05/16 - Enviado relatório referente ao teste de banda: DFAC000050 - MPT - PRT10 - 06 - Relatório de Banda Aferida
20/05/16 - A pedido do cliente, foi efetuado teste de banda no circuito.
06/05/16 - Testes de Segurança  (SSH, ICMP e SNMP) validados com o cliente.
Enviado documento orientativo de abertura de chamados para o cliente e pós vendas"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;DFAC000051;MPT - PGT;AC;50;50;2087/2015/DC/4600;23/12/2015;Contrato;04/04/2016;;;DFBSA0PM012;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;04/04/2016 - Circuito ativado. Efetuado testes de ativação e também validação das configurações ICMP, SNMP e SSH
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;ESAC000005;MPT - PRT17;AC;10;10;2070/2015/DC/4600;23/12/2015;Contrato;11/05/2016;;;ESSEA0PP002;ESVTA0TC005;R$ 0,00 ;18/02/2016;operação;ativado;"04/07/16 - Solicitado execução de teste de banda conforme procedimento GOM IP
12/05/16 - Enviado documento orientativo para abertura de chamados.
- Ficou pendente teste de configuração das configurações de segurança (SSH, SNMP, ICMP)
- Atualizado Cacti.
11/05/16 - Circuito ativado em 11/05/16"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;GOAC000001;MPT - PRT18;AC;10;10;2069/2015/DC/4600;23/12/2015;Contrato;11/05/2016;;;GOGNA0TR001;GOGNA0TC015;R$ 0,00 ;18/02/2016;operação;ativado;"01/07/16 - Realizado Teste Banda OK.  Banda máxima atingida: IN - 10,76Mbps e OUT - 10,27Mbps
11/05/16 - Circuito ativado
12/05/16 - Efetuado testes de aceitação das configurações de segurança - ICMP, SSH e SNMP
Enviado documento orientativo de chamados para o cliente."
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;MAAC000004;MPT - PRT16;AC;10;10;2071/2015/DC/4600;23/12/2015;Contrato;01/07/2016;;;MASLS0PP001;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;01/07/2016 - Ativação finalizada, testes de banda no databook.
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;MGAC000007;MPT - PRT03;AC;10;10;2084/2015/DC/4600;23/12/2015;Contrato;18/05/2016;;;MGBHE0PM004;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"08/08/16 - Encaminhado teste comprovando banda contratada.
30/05/16 - Enviado ao cliente, Termo orientativo para abertura de chamado, bem como documento de teste de banda.
18/05/2016 - Circuito ativado"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;MSAC000001;MPT - PRT24;AC;10;10;2063/2015/DC/4600;23/12/2015;Contrato;02/08/2016;;;MTCBA0PP001;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"11/08/16 - Enviado Documento com orientações para abertura de chamados e teste de banda para o cliente e também pós-vendas
02/08/16 - Circuito ativado, realizado teste de banda"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;MTAC000005;MPT - PRT23;AC;10;10;2064/2015/DC/4600;23/12/2015;Contrato;21/06/2016;;;MTCBA0PP001;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;21/06/2016 - Ativação finalizada, testes de banda no databook.
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;PAAC000007;MPT - PRT08;AC;10;10;2079/2015/DC/4600;23/12/2015;Contrato;10/08/2016;;;PABLM0PP001;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"12/08 - Circuito ativado em 10/08
Enviado email para o cliente e pós-vendas com o teste de banda e o documento com orientações para abertura de chamados."
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;PBAC000001;MPT - PRT13;AC;10;10;2074/2015/DC/4600;23/12/2015;Contrato;11/05/2016;;;PBJPA0PP001;PBJPA0TC005;R$ 0,00 ;18/02/2016;operação;ativado;"04/07/16 - Solicitado execução de teste de banda conforme procedimento GOM IP
12/05/16 - Enviado documento de abertura de chamados para o cliente.
- Pendente teste de SSH, SNMP e ICMP que será agendado futuramente pelo cliente
11/05/16 - Circuito Ativado"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;PEAC000005;MPT - PRT06;AC;10;10;2081/2015/DC/4600;23/12/2015;Contrato;13/07/2016;;;PERCE0PM006;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;13/07/2016 - Ativação finalizada, testes de banda no databook.
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;PIAC000005;MPT - PRT22;AC;10;10;2065/2015/DC/4600;23/12/2015;Contrato;13/05/2016;;;PITSA0PP001;PITSA0TC006;R$ 0,00 ;18/02/2016;operação;ativado;"05/07/16 - Solicitado execução de teste de banda conforme procedimento GOM IP
13/05/16 - Circuito ativado
- Aguardando MPT agendar os testes de segurança no RTCE (SNMP, ICMP e SSH)
Enviado documento orientativo para abertura de chamados"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;PRAC000005;MPT - PRT09;AC;20;0;2078/2015/DC/4600;23/12/2015;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;18/02/2016;cancelado;cancelado;18/02/206 - Recebida OS de Cancelamento de Ativação
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;RJAC000010;MPT - PRT01;AC;10;10;2086/2015/DC/4600;23/12/2015;Contrato;10/08/2016;;;RJRJO0PM012;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"12/08 - Circuito ativado em 10/08
Enviado email para o cliente e pós-vendas com o teste de banda e o documento com orientações para abertura de chamados."
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;RNAC000006;MPT - PRT21;AC;10;10;2066/2015/DC/4600;23/12/2015;Contrato;12/05/2016;;;RNNTL0PP001;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"04/07/16 - Solicitado execução de teste de banda conforme procedimento GOM IP
12/05/16 - circuito Ativado
- enviado documento orientativo para abertura de chamados
- Pendente pelo cliente validação das configurações de segurança do RTCE (SSH, ICMP, SNMP)"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;ROAC000003;MPT - PRT14;AC;10;10;2073/2015/DC/4600;23/12/2015;Contrato;16/05/2016;;;ROPVO0PM002;ROPVO0TC013;R$ 0,00 ;18/02/2016;operação;ativado;"16/05/16 - Circuito Ativado.
Obs: Cliente relatou que evidenciou apenas 10% no upload da banda contratada. Mesmo assim, validou a atividade.

- Aguardando cliente agendar teste de segurança do RTCE (ICMP, SSH e SNMP)"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;RSAC000011;MPT - PRT04;AC;10;10;2083/2015/DC/4600;23/12/2015;Contrato;30/06/2016;;;RSPAE0PM002;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;30/06/2016 - Ativação finalizada, testes de banda no databook.
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;SCAC000001;MPT - PRT12;AC;10;10;2075/2015/DC/4600;23/12/2015;Contrato;09/08/2016;;;SCFNS0PM002;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;"12/08/16 - Enviado e-mail para o cliente e pós-vendas com o teste de banda e o documento com orientações para abertura de chamados.
09/08/16 - Circuito ativado"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;SEAC000001;MPT - PRT20;AC;10;0;2067/2015/DC/4600;23/12/2015;Contrato;06/07/2016;;;BASDR0PP002;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;"12/08/16 - circuito ativado em 23/05, porém só foi possível efetuar teste de banda em 06/07.
- enviado ao cliente teste de banda em 08/08/16
- Email encaminhado ao cliente e pós vendas com as orientações para abertura de chamados dia 31/05/16"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;SPAC000007;MPT - PRT15;AC;10;0;2072/2015/DC/4600;23/12/2015;Contrato;00/00/0000;;;SPBRE0PP001;desconhecido;R$ 0,00 ;18/02/2016;operação;ativado;"16/08/16 - Circuito testado e ativado.
- enviado Documento orientativo para abertura de chamados e teste de banda para o MPT com cópia ao Pós-vendas"
MINISTÉRIO PÚBLICO DO TRABALHO;Governo;SPAC000008;MPT - PRT02;AC;10;0;2085/2015/DC/4600;23/12/2015;Contrato;;;;DFBSA0PP001;desconhecido;R$ 0,00 ;00/00/0000;instalação;agendado;"15/08/16 - Aguardando America Net recuperar a FO que está rompida, para iniciar os testes com o cliente
11/08/16 - Agendado teste de ativação para 15/08 às 10h"
MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA - EPP;Salvador;BABL000004;MMA INFORMATICA;BL;3000;3000;0013/2016/4600;06/01/2016;Contrato;14/04/2016;4720/006/2015;;BAGMG0PP001;BAGMG0PC005;R$ 48.000,00 ;00/00/0000;operação;upgrade;07/06/2016 - Ampliação de banda de 2 para 3 Gbps
MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA - EPP;Salvador;BAL2000020;MMA INFORMATICA - GOVERNADOR MANGABEIRA-BARUERI;L2;4000;0;0012/2016/DC/4600;06/01/2016;Contrato;;4720/007/2015;;BAGMG0PP001;SPBRE0PM002;R$ 44.000,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Em migração dos golden jumpers.
19/07/2016 - Em migração dos golden jumpers.
11/07/2016 - Aguardando a ampliação da capacidade na EQUINIX.
07/06/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
31/05/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
03/05/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
19/04/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
12/04/2016 - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
MPOG;Governo;DFAC000006;SLTI-MPOG;AC;120;55;77 /2012/DC/4600;29/08/2012;Contrato;20/09/2012;4000/081/2012 - MPOG;;DFBSA0PM007;DFBSA0PM007;R$ 14.799,23 ;00/00/0000;operação;downgrade; 
MPOG;Governo;DFCI000002;MPOG - SERPRO SEDE-SERPRO REGIONAL;CI;0;0;0964/2014/DC/4600;07/04/2014;Contrato;01/04/2014;ACT 02/2012;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;Circuito entregue pelo Silvio Vilares ao cliente
MPOG;Governo;DFCI000004;MPOG - GRANJA DO TORTO-SAAN 1;CI;0;0;01234/2014/DC/4600;29/07/2014;Contrato;03/08/2014;ACT 02/2012;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;
MPOG;Governo;DFCI000005;MPOG - GRANJA DO TORTO-SAAN 2;CI;0;0;01242/2014/DC/4600;31/07/2014;Contrato;03/08/2014;ACT 02/2012;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;
MULTLINK INFORMÁTICA E TEL. LTDA;Fortaleza;PIBL000005;MULTLINK TELECOM;BL;1000;1000;0161/2016/DC/4600;10/05/2016;Contrato;30/05/2016;4710/004/2016;;PITSA0PP001;desconhecido;R$ 50.000,00 ;00/00/0000;operação;trânsito;"13/07/2016 - Trânsito de AS

ASN: 265044
IPv4: 170.150.244.0/22"
N V SOUSA - ME;Fortaleza;MABL000020;N V SOUSA;BL;200;200;01759/2015/DC/4600;02/07/2015;Contrato;18/08/2015;4710/012/2015;;MABDC0PP001;desconhecido;R$ 15.543,00 ;00/00/0000;operação;mudança de configuração;14/07/2016 - Inclusão Bloco IP no AS do Cliente - IPV4 para inclusão: 170.231.216/22
NAJA TELECOMUNICAÇÕES LTDA-ME;Porto Alegre;RSP2000001;NAJA TELECOMUNICAÇÕES - CAXIAS DO SUL-BARUERI;P2;1000;0;0157/2016/DC/4600;02/03/2016;Contrato;;4770/005/2016;;RSCSL0TR001;SPBRE0PM002;R$ 14.800,00 ;00/00/0000;instalação;pend. cliente;"02/08/2016 - Ativação adiada devido ao congelamento da rede do Nic.br. Previsão para o início de Outubro.
19/07/2016 - Em ativação, previsto para 25/7. 
21/06/2016 - Aguardando cliente interagir com o NIC.br para finalizar sua conexão ao PIX Telebras.
16/06/2016 - Aguardando cliente interagir com o NIC.br para finalizar sua conexão ao PIX Telebras.
07/06/2016 - Aguardando projeto de abordagem cliente desde 08/03. Realizado jumper na ponta da ALOG.
31/05/2016 - Aguardando projeto de abordagem cliente desde 08/03. Realizado jumper na ponta da ALOG.
23/05/2016 - Aguardando projeto de abordagem cliente desde 08/03. Realizado jumper na ponta da ALOG.
11/05/2016 - Aguardando projeto de abordagem cliente desde 08/03. Agendado jumper na ALOG para 17/05.
03/05/2016 - Aguardando projeto de abordagem cliente desde 08/03.
26/04/2016 - Aguardando projeto de abordagem cliente desde 08/03.
19/04/2016 - Aguardando projeto de abordagem cliente
12/04/2016 - Aguardando projeto de abordagem cliente"
NEOLOG TECNOLOGIA LTDA.;Fortaleza;MABL000027;NEOLOG TECNOLOGIA;BL;600;600;01492/2014/DC/4600;19/01/2015;Contrato;10/02/2015;4740/049/2014;;MAGJU0PP001;desconhecido;R$ 37.794,00 ;00/00/0000;operação;upgrade;"10/03/2016 - Banda ampliada.
09/03/2016 - Ampliação da banda de 400 para 600 Mbps."
NET BARRETOS TECNOLOGIA - ME;;SPBL000005;NET BARRETOS;BL;200;0;0186/2012/DC/4600;13/12/2012;Contrato;12/08/2013;;;SPBRS0TR001;SPBRS0TR001;R$ 20.916,00 ;00/00/0000;desativado;desativado;"30/07 - Cliente desativado.
26/06 - enviado para o NOC Ocorrência de desativação
Este circuito possui rádio telebras

24/06 - Recebido Os de Desativação."
NET BRASILIA COMUNICAÇÃO E MULTIMIDIA LT;;DFBL000008;VS LINK GUARÁ;BL;0;0;;00/00/0000;Contrato;16/07/2012;;;DFBSA0PP001;DFBSA0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;
Net Store Tecnologia;;TOBL000031;NET STORE;BL;10;0;0997/2014/DC/4600;05/05/2014;Contrato;;;;desconhecido;desconhecido;R$ 2.300,00 ;00/00/0000;cancelado;cancelado;OS Cancelamento - 01417/2013/DC/4600
NET SUL INFORMATICA E SERVICOS DE PROVEDOR LTDA - ME;Belém;PABL000015;NET SUL INFORMATICA;BL;300;300;01571/2015/DC/4740;09/03/2015;Contrato;27/03/2015;4740/018/2015;;PAJUN0PP002;PAJUN0PC002;R$ 23.400,00 ;00/00/0000;operação;upgrade;12/04/2016 - Banda ampliada para 300 Mbps.
NET-BLADE COMUNICAÇÕES LTDA - ME;Brasília;GOBL000010;NET BLADE;BL;200;200;046/2012/DC/4600;27/03/2012;Contrato;21/06/2012;4500/0030/2013;4;GOIUB0TR001;GOIUB0TR005;R$ 14.046,00 ;00/00/0000;operação;upgrade;"11/08/2016 - Ampliação de banda validada com o cliente.
10/08/2016 - Ampiação de banda de 150 para 200 Mbps"
Neuber Modesto Fontoura;;DFBL000011;NEUBER GAMA;BL;0;0;;28/03/2013;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;
Neuber Modesto Fontoura;;GOBL000020;NEUBER ANÁPOLIS;BL;0;0;;26/02/2013;Contrato;;;;GOANS0TR003;GOANS0TR003;R$ 0,00 ;00/00/0000;cancelado;cancelado;
NEXUS INFORMATICA;N/A;RSBL000004;NEXUS INFORMATICA SERV. INTERNET;BL;400;0;0758/2013/DC/4600;30/10/2013;Contrato;26/11/2013;;;RSSIV0PP001;RSSIV0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;
NEXUS INFORMATICA;N/A;RSP2ES0006;NEXUS -  SANTANA DO LIVRAMENTO;P2;500;500;0444/2016/DC/4600;01/06/2016;Contrato;01/04/2016;4770/014/2016;;RSSIV0CX009;RSPAE0PM003;R$ 9.000,00 ;00/00/0000;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de 

incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
NEXUS INFORMATICA;N/A;RSP2ES0007;NEXUS - SANTO ANGELO;P2;500;500;0445/2016/DC/4600;01/06/2016;Contrato;01/04/2016;4770/014/2016;;RSSAN0PP001;RSPAE0PM003;R$ 9.000,00 ;00/00/0000;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de 

incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
Nippy Net Informática Ltda;;MGBL000006;NIPPY NET;BL;0;0;0132/2012/DC/4600;00/00/0000;Contrato;30/11/2012;;;MGSJBATR001;MGSJBATR001;R$ 0,00 ;00/00/0000;desativado;desativado;
