Cliente;Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
;DFL3000007;pend. implantação;15/06/2015;14/12/2015;0;0010/2015/DC/4600;8982;"14/12 - Aguardando retorno da CEB, previsto para até 18/12.
07/12 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
30/11 -  Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de redo óptica por MND sob o eixo monumental.
23/11 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
16/11 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
09/11 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
03/11 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de redo óptica por MND sob o eixo monumental.
26/10 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
19/10 - Aguardando análise da CEB para compartilhamento de infraestrutura existente, em paralelo em solicitação de licenciamento para lançamento de rede óptica por MND sob o eixo monumental.
16/10 - inicio da atividade prevista para a semana que inicia em 19/10.
09/10 - Ficou alinhado que faremos a obra sem o uso da CEB em paralelo tramite para uso de rede CEB. Projeto será protocolado para emissão de licenças das obras.
05/10 - Aguardando pagamento de faturas em aberto entre Telebras e CEB, em seguida o projeto será apresentado para análise CEB.
28/09 - Aguardando pagamento de faturas em aberto entre Telebras e CEB, em seguida o projeto será apresentado para análise CEB.
21/09 - Aguardando pagamento de faturas em aberto entre Telebras e CEB, em seguida o projeto será apresentado para análise CEB.
14/09 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
01/09 - Programado início para semana de 14/09.
25/08 - Em elaboração do cronograma de execução.
18/08 - Projeto em análise Eng. de Acesso.
11/08 - Projeto em análise da Eng. de Acesso.
05/08 - Vistoria realizada, aguardando projeto do fornecedor previsto para 14/08.
28/07 - Vistoria realizada, previsto projeto previsto para até 07/08.
21/07 - Vistoria reagendada para 24/07.
14/07 - Vistoria agendada para 15/07.
30/06 - Em emissão de PC, cronograma de execução será junto ao fornecedor até 10/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06.  
16/06 - Emissão de OS para elaboração de projeto.
15/06 - Recebido OS de Oportunidade e VT. Encaminhado para Engenharia de acesso"
;DFL3000008;pend. comercial;01/10/2015;00/00/0000;0;;;"31/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
25/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
11/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
05/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
29/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
22/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
14/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
10/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
01/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
21/01/2016 - Obra concluída, aguardando OS definitiva para instalação CPE. 
14/12 - Obra concluída, aguardando OS definitiva para instalação CPE. 
07/12 - Obra concluída, aguardando OS definitiva para instalação CPE. 
30/11 - Obra concluída, aguardando OS definitiva para instalação CPE. 
23/11 - Obra concluída, aguardando OS definitiva para instalação CPE. 
16/11 - Obra concluída, aguardando OS definitiva para instalação CPE. 
19/10 - Obra concluída, aguardando OS definitiva para instalação CPE. 
14/09 - Aguardando OS definitiva para instalação do CPE e ativação do ccto."
;DFL3000008;pend. implantação;15/06/2015;01/10/2015;0;0011/2015/DC/4600;8983;"14/09 -  Obra concluída, aguardando OS definitiva para instalação do CPE e ativação do ccto.
25/08 - Cabo óptico lançado, aguadando OS definitiva para instalação do DGO e equipamento Datacom.
18/08 - Previsto execução para semana do dia 24/08.
11/08 - Aguardando cronograma de execução do fornecedor previsto para até 14/08.
05/08 - Vistoria realizada, aguardando projeto do fornecedor previsto para 14/08.
28/07 - Vistoria realizada em 24/07, aguardando projeto previsto para 07/08.
21/07 - Vistoria reagendada para 27/07.
14/07 - Vistoria agendada para 15/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06   
16/06 - Emissão de OS para elaboração de projeto.                  
15/06 - Recebido OS de Oportunidade e VT. Encaminhado para Engenharia de acesso"
;DFL3000009;pend. comercial;19/10/2015;00/00/0000;0;;;"31/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
25/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
19/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
04/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
29/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
22/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
01/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
20/01/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
06/01 - Aguardando Min. da Justiça confirmar endereço. Conflitos na determinação do local correto de instalação
14/12 - Aguardando Min. da Justiça confirmar endereço.
07/12 - Aguardando Min. da Justiça confirmar endereço.
30/11 - Aguardando Min. da Justiça confirmar endereço.
16/11 - Aguardando Min. da Justiça confirmar endereço.
09/11 - Aguardando Min. da Justiça confirmar endereço.
26/10 - Aguardando Min. da Justiça confirmar endereço.
19/10 - Aguardando Min. da Justiça confirmar endereço."
;DFL3000009;pend. implantação;18/06/2015;19/10/2015;0;0019/2015/DC/4600;9070;"05/10 - Cobrar endereço da MIN. da JUSTIÇA
01/09 - Aguardando confirmação do endereço pelo Comercial.
25/08 - Solicitado ao comercial em 20/08 confirmação do endereço para viabilidade do atendimento via rádio.
11/08 - Vistoria do fornecedor de rádio para até 21/08.
05/08 - Em projeto de rádio.
21/07 - Em projeto de rádio enlace prev. até 31/07.
14/07 - Vistoria em agendamento com o fornecedor para semana do dia 20/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
18/06 - Em emissão de PC para execução de vistoria.
18/06 - Enviado OS e VT para a Engenharia de Acesso"
;DFL3000011;pend. comercial;21/01/2016;00/00/0000;0;;;"31/05/2016 -  PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
25/05/2016 -  PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
11/05/2016 -  PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
02/05/2016 -  PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
26/04/2016 -  PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
11/04/2016 -  PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
05/04/2016 -  PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
29/03/2016 - PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
22/03/2016 - PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
14/03/2016 - PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
10/03/2016 - PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra."
;DFL3000011;pend. implantação;30/11/2015;21/01/2016;0;;;"01/03/2016 - PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
21/01 - PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
07/12 -  PRF não autorizou lançamento interno por não existir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra.
30/11 - PRF não autorizou lançamento interno por não exisitir contrato assinado entre Min. da Justiça e Telebras - Aguardando OS definitiva para execução da obra."
;DFL3000011;pend. implantação;12/06/2015;30/11/2015;0;0021/2015/DC/4600;8946;"19/10 - - Agendamento do início da atividade em 04/11.
16/10 - Agendamento do início da atividade em 04/11.
30/09 - Problema de Acesso (Diego informou).
14/09 - Previsto início da obra em 16/09 conclusão até 30/09. 
25/08 - Projeto aprovado, previsto inicio da execução para 07/09.
11/08 - Reprogramado entrega do projeto pelo fornecedor para 18/08.
05/08 - Vistoria realizada em 22/07, aguardando projeto do fornecedor previsto para 07/08.
28/07 - Vistoria realizada em 22/07, aguardando projeto do fornecedor previsto para 07/08.
14/07 - Vistoria agendada para 20/07.
30/06 - Em emissão de PC, cronograma de execução será junto ao fornecedor até 10/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06.
12/06 - Emissão de OS para elaboração de projeto.
12/06 - OS de Oportunidade - Encaminhado para Enge. acesso OS e VT.
Circuito com dupla abordagem em estações diferentes"
;GOL3000002;pend. comercial;19/10/2015;00/00/0000;0;;;"31/05/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
25/05/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
11/05/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
02/05/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
26/04/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
19/04/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
11/04/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
04/04/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
29/03/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
22/03/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
14/03/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
10/03/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
01/03/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
21/01/2016 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
06/01 - Aguardando confirmação do novo endereço pelo Min. da Justiça. A informação é o Min. Just. irá mudar de endereço
14/12 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
07/12 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
30/11 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
23/11 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
16/11 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
09/11 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
26/10 - Aguardando confirmação do novo endereço pelo Min. da Justiça.
19/10 - Aguardando confirmação do novo endereço pelo Min. da Justiça."
;GOL3000002;pend. implantação;18/06/2015;19/10/2015;0;0016/2015/DC/4600;9066;"05/10 - Cobrar novo endereço do MIN. da JUSTIÇA.
25/08 - Contato local informou que vai mudar de prédio e não informou novo endereço, cobrar comercial???
18/08 - Aguardando projeto previsto para até 21/08.
11/08 - Em agendamento de vistoria, cronograma até 14/08.
05/08 - Em análise de viabilidade para atendimento por FO previsto até 07/08.
28/07 - Em análise de viabilidade para atendimento por FO.
21/07 - Em análise de viabilidade para atendimento por FO.
14/07 - Vistoria em agendada para 24/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
18/06 - Em emissão de PC para execução de vistoria.
18/06 - Enviado OS e VT para a Engenharia de Acesso"
;MAL3000001;pend. comercial;16/11/2015;00/00/0000;0;;;"31/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
25/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
18/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
04/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
29/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
22/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
01/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
21/01/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
14/12 - Obra concluída, aguardando OS definitiva para instalação CPE. 
07/12 -  Obra concluída, aguardando OS definitiva para fornecimento do CPE.
30/11 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
03/11 - Obra concluída, aguardando OS definitiva para fornecimento do CPE."
;MAL3000001;pend. implantação;15/06/2015;16/11/2015;0;0008/2015/DC/4600;8980;"03/11 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
26/10 - Em obra, conclusão até 29/10.
19/10 - Em obra, conclusão até 29/10.
13/10 -  Em obra, previsto conclusão para 16/10.
28/09 - Em obra, início em 28/09 previsão conclusão para 14/10.
24/09 - Programado iniciar lançamento do cabo em 28/09 e conclusão em 14/10.
21/09 - Aguardando cronograma de execução para lançamento do cabo.
14/09 - Aguardando entrega do cabo óptico (atraso) para iniciar a obra - Aguardando gerência de logística dar uma previsão da entrega.
01/09 - Previsto inicio da obra para semana de 14/08.
25/08 - Em elaboração do cronograma de execução.
18/08 - Sem contrato para execução, pregão previsto para final de setembro inicio de outubro.
05/08 - Aguardando transporte do cabo óptico (2 km) previsto entrega dos cabos para 19/08.
28/07 - Aguardando transporte do cabo óptico (2 km) previsto entrega dos cabos para 12/08.
21/07 - Aguardando projeto do fornecedor, prev. Para até 31/07.
14/07 - Vistoria agendada para 17/07.
30/06 - Em emissão de PC, cronograma de execução será junto ao fornecedor até 10/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06   
16/06 - Emissão de OS para elaboração de projeto.
15/06 - Recebido OS de Oportunidade e VT. Encaminhado para Engenharia de acesso"
;MTL3000002;pend. comercial;19/10/2015;00/00/0000;0;;;"31/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
25/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
19/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
04/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
29/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
22/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE.
01/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi).
21/01/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi).
14/12 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi).
07/12 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi)
30/11 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi)
23/11 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi)
16/11 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi)
09/11 - Aguardando OS definitiva para contratação do fornecedor de EILD (Oi)
26/10 - Aguardando aprovação de EILD pelo comercial Telebras.
19/10 - Recebido proposta do fornecedor de EILD (Oi) em aprovação do comercial."
;MTL3000002;pend. comercial;24/08/2015;09/10/2015;0;;;24/08 - Em análise de viabilidade técnica para atendimento por EILD.
;MTL3000002;pend. implantação;13/10/2015;19/10/2015;0;;;13/10 - Em viabilidade para atendimento por EILD
;MTL3000002;pend. implantação;18/06/2015;24/08/2015;0;0013/2015/DC/4600;9025;"11/08 - Vistoria agendada para 19/08.
05/08 - Em análise de viabilidade para atendimento por FO, previsto até 07/08.
28/07 - Em análise de viabilidade para atendimento por FO.
21/07 - Em análise de viabilidade para atendimento por FO.
14/07 - Em agendamento de vistoria.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
18/06 - Em emissão de PC para execução de vistoria.
18/06 - Enviado OS e VT para a Engenharia de Acesso"
;PBL3000001;pend. comercial;01/09/2015;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para instalação CPE e rádio.
25/05/2016 - Aguardando OS definitiva para instalação CPE e rádio.
11/05/2016 - Aguardando OS definitiva para instalação CPE e rádio.
02/05/2016 - Aguardando OS definitiva para instalação CPE e rádio.
26/04/2016 - Aguardando OS definitiva para instalação CPE e rádio.
19/04/2016 - Aguardando OS definitiva para instalação CPE e rádio.
11/04/2016 - Aguardando OS definitiva para instalação CPE e rádio.
04/04/2016 - Aguardando OS definitiva para instalação CPE e rádio.
29/03/2016 - Aguardando OS definitiva para instalação CPE e rádio.
22/03/2016 - Aguardando OS definitiva para instalação CPE e rádio.
14/03/2016 - Aguardando OS definitiva para instalação CPE e rádio.
10/03/2016 - Aguardando OS definitiva para instalação CPE e rádio.
14/12 - Aguardando OS definitiva para instalação CPE e rádio.
07/12 - Aguardando OS definitiva para instalação CPE e rádio.
30/11 - Aguardando OS definitiva para instalação CPE e rádio.
16/11 - Aguardando OS definitiva para instalação CPE e rádio.
09/11 - Aguardando OS definitiva para instalação CPE e rádio.
26/10 - Obra concluída, aguardando OS definitiva para instalação CPE.
19/10 - Obra concluída, aguardando OS definitiva para instalação CPE.
01/09 - Projeto aprovado, aguardando OS definitiva para emissão de PC de rádio e infra."
;PBL3000001;pend. implantação;18/06/2015;01/09/2015;0;0017/2015/DC/4600;9067;"25/08 - Vistoria realizada, relatório até 04/09, aguardando OS definitiva para emissão do PC de equipamento (rádio).
05/08 - Em agendamento para elaboração do RV previsto até 21/08.
21/07 - Vistoria de rádio enlace equipe Ericsson previsto para até 07/08.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
18/06 - Em emissão de PC para execução de vistoria.
18/06 - Enviado OS e VT para a Engenharia de Acesso"
;PEL3000002;pend. comercial;19/10/2015;00/00/0000;0;;;"31/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
25/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
11/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
04/04/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
29/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
22/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
01/03/2016 - Obra concluída, aguardando OS definitiva para instalação CPE.
21/01 - Obra concluída, aguardando OS definitiva para instalação CPE.
14/12 - Obra concluída, aguardando OS definitiva para instalação CPE.
07/12 - Obra concluída, aguardando OS definitiva para instalação CPE.
30/11 - Obra concluída, aguardando OS definitiva para instalação CPE.
23/11 - Obra concluída, aguardando OS definitiva para instalação CPE.
16/11 - Obra concluída, aguardando OS definitiva para instalação CPE.
19/10 - Obra concluída, aguardando OS definitiva para instalação CPE."
;PEL3000002;pend. implantação;11/06/2015;19/10/2015;0;0005/2015/DC/4600;8918;"28/09 - Obra concluída, aguardando OS definitiva para emissão de PC de equipamento.
21/09 - Obra iniciada conclusão até 25/09.
14/09 - Agendado início da obra para 21/09 conclusão até 25/09.
01/09  - Aguardando aprovação do compartilhamento pelo CELP protocolado em 14/08.
25/08 -  Será necessário compartilhamento de postes com a CELPE protocolo da solicitação de compartilhamento será enviada pelo fornecedor a Telebras até 26/08.
18/08 - Aguardando cronograma de execução previsto para 21/08.
11/08 - Aguardando cronograma para execução da obra, previsto cronograma até 14/08.
05/08 - Em mobilização para início de obra, aguardando cronograma do fornecedor previsto cronograma para até 07/08.
28/07 - Vistoria realizada em 17/07, aguardando entrega do projeto pelo fornecedor prev. para até 31/07.
21/07 - Vistoria realizada em 17/07, aguardando entrega do projeto pelo fornecedor prev. para até 24/07.
14/07 - Vistoria agendada para 17/07.
30/06 - Em emissão de PC, cronograma de execução será junto ao fornecedor até 10/07.
23/06 - Em emissão do PC, entrega ao fornecedor até 26/06.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06.
12/06 - Emissão de OS para elaboração de projeto.
11/06 - OS de Oportunidade - Encaminhado para Enge. acesso OS e VT"
;RJL3000003;pend. comercial;06/06/2016;00/00/0000;0;;;06/06/2016 - Acesso concluído, aguardando OS definitiva para instalação do CPE
;RJL3000003;pend. implantação;30/11/2015;06/06/2016;0;;;"30/05/2016 - Em obra,aguardando cronograma de conclusão.
23/05/2016 - Em obra, previsto conclusão para até 03/06.
16/05/2016 - Em obra, previsto conclusão para até 27/05, em fechamento de cronograma de recuperação do cabo óptico.
11/05/2016 - Em obra, previsto conclusão até 20/05.
02/05/2016 - Em obra, previsto conclusão até 05/05.
25/04/2016 - Obra paralisada, priorizado as obras: PETROBRAS, ANP, SEBRAE.
18/04/2016 - Obra paralisada, priorizado as obras: PETROBRAS, ANP, SEBRAE. 
11/04/2016 - Obra paralisada, priorizado as obras: IBGE, PETROBRAS, ANP, SEBRAE.
04/04/2016 - Obra paralisada, previsto conclusão para até o final de abril, priorizado as obras: IBGE, PETROBRAS, ANP, SEBRAE.
28/03/2016 - Em obra, previsto conclusão para até o final de abril, priorizado as obras: IBGE, PETROBRAS, ANP, SEBRAE.
21/03/2016 - Em obra, previsto conclusão para  15/04.
14/03/2016 - Em obra, previsto conclusão para  24/03.
10/03/2016 - Em obra, previsto conclusão para  24/03.
01/03/2016 - Em obra, previsto conclusão para  11/03.
02/02/2016 - Em obra, previsto conclusão até 15/02.
21/01/2016 - Em obra, previsto conclusão até 05/02.
06/01 - Em obra, previsão para conclusão do acesso em 16/01.
14/12 - Em obra, conclusão até 18/12
07/12 - Em obra, conclusão até 18/12.
30/11 - Em obra, conclusão até 04/12."
;RJL3000003;pend. implantação;28/07/2015;09/11/2015;0;;;"03/11 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
26/10 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
19/10 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
28/09 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
14/09 - Aguardando licenciamento junto a PM do RJ (já solicitado apoio para assessoria do Presidente TB).
01/09 - Protocolado junto a prefeitura em  28/08, protocolo será enviado a Telebras em 02/09.
25/08 - Em revisão de projeto para definição do trajeto da rede óptica, previsto revisão para 26/08.
18/08 - Aguardando protocolo.
11/08 - Protocolo junto a SECONSEVA até 14/08.
28/07 - Projeto em análise do escritório regional do RJ para ser protocolado junto a prefeitura do RJ, já aprovado pela eng. de acesso."
;RJL3000003;aguardando aceite;11/06/2015;28/07/2015;0;0001/2015/DC/4600;8908;"21/07 - Projeto em análise do escritório regional do RJ para ser protocolado junto a prefeitura do RJ, já aprovado pela eng. de acesso.
14/07 - Vistoria realizada em 09/07, aguardando projeto do fornecedor, previsto para até 24/07.
07/07 - Vistoria para elaboração de projeto agendada para 09/07.
30/06 - Em emissão de PC, cronograma de execução será junto ao fornecedor até 10/07.
16/06 - Emissão de OS para elaboração de projeto cronograma de vistoria até 22/06.
12/06 - Emissão de OS para elaboração de projeto.
11/06 - OS de Oportunidade - Encaminhado para Enge. acesso OS e VT."
;RJL3000003;pend. comercial;09/11/2015;30/11/2015;0;;;"23/11 - Licenciamento OK, previsto início da obra para 23/11 conclusão até 3011.
16/11 - Licenciamento OK, previsto início da obra para 23/11 conclusão até 30/11.
09/11 - Licenciamento OK, previsto início da obra para 23/11 conclusão até 30/11."
