designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
DFL3000022;EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS;CORREIOS - AGENCIA CONCEITO;;L3;10;0;020/2016/DC/4600;2015-12-04;Contrato;2016-01-01;;;DFBSA0PP004;DF;;;0.00;2015-12-27;cancelado;cancelado
SCBL000003;EMPRESA CATARINENSE DE TECNOLOGIA EM TELECOMUNICAÇÕES LTDA;EMPRESA CATARINENSE DE TECNOLOGIA;;BL;1000;1000;0320/2016/DC/4600;2016-04-19;Contrato;2016-07-05;;;SCSOO0PP001;SC;;;20000.00;2016-01-01;operação;ativado
PAAC000002;EMPRESA DE PROCESSAMENTO DE DADOS DO ESTADO DO PARA;PRODEPA;;AC;530;530;0530/2013/4400/3500;2013-08-02;Contrato;2013-08-14;;;PABLM0PM002;PA;PABLM0PM002;PA;0.00;2016-01-01;operação;upgrade
RSL2000002;EMPRESA DE PROCESSAMENTO DE DADOS DO ESTADO DO PARA;PRODEPA - BLM-PAE (PROSERGS);;L2;500;0;01834/2015/DC/4600;2016-01-01;Contrato;2016-01-01;;;PABLM0PM001;RS;RSPAE0PM002;RS;0.00;2016-01-01;instalação;pend. cliente
SCP2000001;ENGEPLUS TELECOM LTDA - EPP;ENGEPLUS TELECOM - CRICIÚMA-BARUERI;;P2;1000;1000;02026/2015/DC/4600;2015-12-02;Contrato;2016-03-04;;;SCCUA0TR001;SC;SPBRE0PM002;SP;11000.00;2016-01-11;operação;mudança de configuração
MGBL000016;ENGETEC TECNOLOGIA S.A.;ENGETEC TECNOLOGIA;;BL;500;0;OS - 0718/2013/DC/4600;2013-10-07;Contrato;2013-10-25;;;MGPRT0PP001;MG;MGPRT0PP001;MG;0.00;2016-01-01;desativado;desativado
MABL000014;ESTREITONET LTDA;ESTREITONET;;BL;500;500;0299/2013/DC/4600;2013-08-13;Contrato;2014-01-27;;;MAPFN0PP001;MA;MAPFN0PP001;MA;40460.00;2016-01-01;operação;upgrade
DFAC000012;EXÉRCITO BRASILEIRO - GABINETE DO COMANDANTE;CIE;;AC;100;100;222/2013/4400/4600;2013-03-21;Contrato;2013-05-15;;;DFBSA0PP001;DF;DFBSA0TC058;DF;15834.91;2016-01-01;operação;ativado
DFAC000013;EXÉRCITO BRASILEIRO - GABINETE DO COMANDANTE;QGEX;;AC;200;200;222/2013/4400/4600;2013-03-21;Contrato;2013-05-15;;;DFBSA0PP001;DF;DFBSA0TC059;DF;22541.20;2016-01-01;operação;ativado
DFAC000007;EXÉRCITO BRASILEIRO  7º CENTRO DE COMUNICAÇÕES E  TELEMÁTICA DE ÁREA;7º CTA;;AC;100;100;136/DC/4400/4600;2012-09-04;Contrato;2012-09-27;;;DFBSA0PP001;DF;DFBSA0TC029;DF;15744.66;2016-01-01;operação;ativado
AMBL000005;EYES NWHERE SIST. INTELIG. DE IMAGEM;EYES NWHERE;Belém;BL;250;250;01276/2014/DC/4600;2014-09-08;Contrato;2014-11-17;;;AMMNS0PP002;AM;AMMNS0PM007;AM;29007.50;2016-01-01;operação;downgrade
PIBL000006;F J R W ASSOCIADOS LTDA - ME;F J R W ASSOCIADOS;N/A;BL;50;50;0256/2016/DC/4600;2016-04-07;Contrato;2016-07-01;;;PIBLH0TR001;PI;;;4470.50;2016-01-01;operação;ativado
RSP2000005;FAVIERO DUARTE & CIA LTDA;FAVIERO DUARTE;;P2;400;400;02003/2015/DC/4600;2015-11-24;Contrato;2015-12-24;;;RSUGN0PP001;RS;RSPAE0PM003;RS;11200.00;2016-01-01;operação;mudança de configuração
DFBL000018;FAZENDO MAIS TECNOLOGIA AVANÇADA PARA ENVENTOS LTDA;FAZENDO MAIS;Brasília;BL;160;0;1807/2015;2015-07-30;Contrato;2015-08-04;;;DFBSA0PM019;DF;DFBSA0PM019;DF;4971.75;2015-08-03;desativado;desativado
DFBL000025;FAZENDO MAIS TECNOLOGIA AVANÇADA PARA ENVENTOS LTDA;FAZENDO MAIS;Brasília;AC;50;50;0416/2016/DC/4600;2016-05-25;Contrato;2016-06-06;4730/013/2016;;DFBSA0PM019;DF;;;5500.00;2016-01-01;operação;ativado
GOBL000021;FERNANDO NET & TELECOM;FERNANDO NET;Brasília;BL;100;50;0319/2013/DC/4600;2013-06-06;Contrato;2013-11-28;4500-018/2013;;DFBSA0PP002;GO;GOSADDTR004;GO;5561.50;2016-01-01;operação;upgrade
GOBL000016;FLÁVIO GARCIA FERREIRA - ME;CAIAPÔNIANET;Brasília;BL;400;400;00166/2012/DC/4600;2013-04-05;Contrato;2013-06-18;4500/020/2013;1;GOCON0PP001;GO;GOCON0TR001;GO;24324.00;2016-01-01;operação;trânsito
MTBL000002;FLAVIO JOSE PENSO JUNIOR - ME;FLAVIO JOSE JR;Brasília;BL;300;300;01720/2015/DV/4600;2015-06-16;Contrato;2015-10-29;4730/014/2015;;MTROI0PP001;MT;MTROI0PP001;MT;17907.00;2016-01-01;operação;upgrade
BAAC000005;FONTE NOVA NEGÓCIOS E PARTICIPAÇÕES S.A.;FONTE NOVA PARTICIPAÇÕES (FNP);;AC;20;20;01266/2014/DC/4600;2014-08-18;Contrato;2014-09-17;;;BASDR0PM001;BA;BASDR0PM001;BA;0.00;2016-01-01;operação;mudança de configuração
CEBL000007;FRANCISCA EDILEUZA MELO â ME;FRANCISCA EDILEUZA MELO;;BL;100;100;0272/2016/DC/4600;2016-04-14;Contrato;2016-05-10;;;CESOL0PP001;CE;;;6900.00;2016-05-14;operação;ativado
GOBL000026;FULL 3 TELECOM LTDA - ME;FULL 3 TELECOM;Brasília;BL;200;200;01717/2015/DC/4600;2015-06-02;Contrato;2015-11-24;4730/016/2015;;GOSNU0PP001;GO;GOSNU0PP001;GO;17138.00;2016-01-01;operação;ativado
AMAC000006;FUNDAÇÃO  VILA OLÍMPICA - FVO;FUNDAÇÃO VILA OLÍMPICA - FVO;;AC;20;20;01253/2014/DC/4600;2014-08-12;Contrato;2014-10-09;;;AMMNS0PP002;AM;AMMNS0PC010;AM;0.00;2016-01-01;operação;ativado
CEAC000006;FUNDAÇÃO OSWALDO CRUZ;FIOCRUZ;;AC;100;0;0130/2016/DC/4600;2016-03-09;Oportunidade;2016-01-01;;;;CE;;;9602.82;2016-04-09;instalação;pend. comercial
DFIT000001;FURNAS CENTRAIS ELÉTRICA S.A.;FURNAS - VILA SE (BSA GERAL);;AC;10;10;Acordo da Engenharia;2014-08-04;Contrato;2014-09-09;;;DFBSA0PP001;DF;DFBSA0TC034;DF;0.00;2016-01-01;operação;ativado
DFL2000022;FURNAS CENTRAIS ELÉTRICA S.A.;FURNAS BSA-RJO;;L2;1000;1000;0746/2013/4400/4600;2013-10-28;Contrato;2014-02-01;;;DFBSA0PP001;DF;RJRJO0PM002;RJ;0.00;2016-01-01;operação;ativado
RJCI000003;FURNAS CENTRAIS ELÉTRICA S.A.;FURNAS  BOTAFOGO-GRAJAÚ;;CI;0;0;0887/2014/4400/4600;2014-02-11;Contrato;2014-04-04;;;RJRJO0PP001;RJ;RJRJO0PM002;RJ;0.00;2016-01-01;operação;ativado
PABL000032;FURTADO & FURTADO PROVEDORES LTDA - ME;FURTADO & FURTADO;;BL;200;200;0224/2016/DC/4600;2016-03-30;Contrato;2016-06-07;;;PATLA0PP002;PA;;;16600.00;2016-05-03;operação;ativado
GOBL000014;G8 Networks Ltda;G8 NETWORKS;;BL;0;0;;2016-01-01;Contrato;2016-01-01;;;GOGNA0TR001;GO;GOGNA0TR001;GO;0.00;2016-01-01;cancelado;cancelado
TOBL000043;GENESIS COMÉRCIO DE COMPUTADORES LTDA - ME;GENESIS INFORMÁTICA;Brasília;BL;50;50;01792/2015/DC/4600;2015-07-20;Contrato;2015-09-17;4730/020/2015;2;TOGUI0PP001;TO;;;5000.00;2016-01-01;operação;upgrade
TOBL000038;GIGABYTE NETWORK COMÉRCIO E SERVIÇOS EIRELI - EPP;GIGABYTE NETWORK;;BL;100;100;01625/2015/DC/4740;2015-04-01;Contrato;2015-04-22;;;TOCGO0TR001;TO;TOCGO0PC006;TO;10200.00;2016-01-01;operação;trânsito
GOBL000018;Ginonet.com.br Provedores de Acesso a Re;GINONET;;BL;0;0;;2013-02-27;Contrato;2013-06-26;;;GOGTB0TR001;GO;GOGTB0TR001;GO;4645.00;2016-01-01;desativado;desativado
DFCI000001;GLOBAL VILLAGE TELECOM LTDA;GVT - BRASÍLIA-ALEXÂNIA;;CI;0;0;0685/2013/4400/4600;2013-09-19;Contrato;2014-06-25;;;DFBSA0PP001;DF;GOALX0PP001;GO;0.00;2016-01-01;operação;ativado
GOCI000001;GLOBAL VILLAGE TELECOM LTDA;GVT - MORRINHOS-ARAPORÃ;;CI;0;0;0687/2013/4400/4600;2013-09-19;Contrato;2014-06-25;;;GOMIH0PP001;GO;MGARPOPP001;MG;0.00;2016-01-01;operação;ativado
GOCI000002;GLOBAL VILLAGE TELECOM LTDA;GVT -  SEN.CANEDO-MORRINHOS;;CI;0;0;0691/2013/4400/4600;2013-09-19;Contrato;2014-06-25;;;GOSCQ0PP001;GO;GOMIH0PP001;GO;0.00;2016-01-01;operação;ativado
GOCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT -  ALEXANIA-SENADOR CANEDO;;CI;0;0;0694/2013/4400/4600;2013-09-19;Contrato;2014-06-25;;;GOALX0PP001;GO;GOSCQ0PP001;GO;0.00;2016-01-01;operação;ativado
GOTX000001;GLOBAL VILLAGE TELECOM LTDA;GVT ANÁPOLIS;;TX;0;0;;2012-08-09;Contrato;2012-09-10;;;;GO;;;0.00;2016-01-01;desativado;desativado
GOTX000002;GLOBAL VILLAGE TELECOM LTDA;GVT RIO VERDE;;TX;0;0;2,5G;2012-08-09;Contrato;2012-09-10;;;;GO;;;0.00;2016-01-01;desativado;desativado
MGCI000001;GLOBAL VILLAGE TELECOM LTDA;GVT - ARAPORÃ-UBERLÂNDIA;;CI;0;0;0684/2013/4400/4600;2013-09-19;Contrato;2014-06-25;;;MGARPOPP001;MG;MGULA0PP001;MG;0.00;2016-01-01;operação;ativado
MGCI000002;GLOBAL VILLAGE TELECOM LTDA;GVT -  UBERABA-S.J.BARRA;;CI;0;0;0692/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;MGURA0PP001;MG;SPSQB0PP001;SP;0.00;2016-01-01;operação;ativado
MGCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT -  UBERLÂNDIA-UBERABA;;CI;0;0;0693/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;MGULA0PP001;MG;MGURA0PP001;MG;0.00;2016-01-01;operação;ativado
PRCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT - REPAR-DR.ULISSES;;CI;0;0;0680/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;PRDRUSPP001;PR;PRAUC0PP001;PR;0.00;2016-01-01;operação;ativado
PRCI000004;GLOBAL VILLAGE TELECOM LTDA;GVT -  REPAR-JOINVILE;;CI;0;0;0702/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;PRAUC0PP001;PR;SCJVE0PP001;SC;0.00;2016-01-01;operação;ativado
RJCI000001;GLOBAL VILLAGE TELECOM LTDA;GVT -  ESBAMA-TEVOL;;CI;0;0;0695/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;RJ;;;0.00;2016-01-01;operação;ativado
RJCI000002;GLOBAL VILLAGE TELECOM LTDA;GVT -  TEVOL-DUQUE DE CAXIAS;;CI;0;0;0701/2013/4400/4600;2013-09-19;Contrato;2013-11-19;;;;RJ;RJDQX0PP001;RJ;0.00;2016-01-01;operação;ativado
RSCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT - VÁRZEA DO CEDRO-CANOAS;;CI;0;0;0705/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;RS;;;0.00;2016-01-01;operação;ativado
SCCI000001;GLOBAL VILLAGE TELECOM LTDA;GVT - SÃO JOSÉ-TUBARÃO;;CI;0;0;0703/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SCSOO0PP001;SC;;;0.00;2016-01-01;operação;ativado
SCCI000002;GLOBAL VILLAGE TELECOM LTDA;GVT - TUBARÃO-NOVA VENEZA;;CI;0;0;0704/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;SC;;;0.00;2016-01-01;operação;ativado
SCCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT - NOVA VENEZA-VÁRZEA DO CEDRO;;CI;0;0;0706/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;SC;;;0.00;2016-01-01;operação;ativado
SCCI000004;GLOBAL VILLAGE TELECOM LTDA;GVT - GASPAR-SÃO JOSÉ;;CI;0;0;0707/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SCGPR0PP001;SC;SCSOO0PP001;SC;0.00;2016-01-01;operação;ativado
SCCI000005;GLOBAL VILLAGE TELECOM LTDA;GVT - JOINVILE-GASPAR;;CI;0;0;0708/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SCJVE0PP001;SC;SCGPR0PP001;SC;0.00;2016-01-01;operação;ativado
SCCI000006;GLOBAL VILLAGE TELECOM LTDA;GVT - NOVA VENEZA-ESTAÇÃO RÁDIO;;CI;0;0;0709/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;SC;;;0.00;2016-01-01;cancelado;cancelado
SPCI000003;GLOBAL VILLAGE TELECOM LTDA;GVT - ITAPEVA-DR.ULISSES;;CI;0;0;0681/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPIVA0PP001;SP;PRDRUSPP001;PR;0.00;2016-01-01;operação;ativado
SPCI000004;GLOBAL VILLAGE TELECOM LTDA;GVT - REPLAN-TATUÍ;;CI;0;0;0682/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPPLA0PP001;SP;SPARD0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000005;GLOBAL VILLAGE TELECOM LTDA;GVT - TATUÍ-ITAPEVA;;CI;0;0;0683/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPARD0PP001;SP;SPIVA0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000006;GLOBAL VILLAGE TELECOM LTDA;GVT - REPLAN-PIRASSUNUNGA;;CI;0;0;0686/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPPTF0PP001;SP;SPPLA0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000008;GLOBAL VILLAGE TELECOM LTDA;GVT - RIBEIRÃO PRETO-PIRASSUNUNGA;;CI;0;0;0689/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPRPO0PP001;SP;SPPTF0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000009;GLOBAL VILLAGE TELECOM LTDA;GVT - S.J.BARRA-RIBEIRÃO PRETO;;CI;0;0;0690/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPSQB0PP001;SP;SPRPO0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000010;GLOBAL VILLAGE TELECOM LTDA;GVT -  GUARAREMA-REVAP;;CI;0;0;0696/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPGRM0PP001;SP;SPSJC0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000011;GLOBAL VILLAGE TELECOM LTDA;GVT -  GUARULHOS-GUARAREMA;;CI;0;0;0697/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPGRS0PP001;SP;SPGRM0PP001;SP;0.00;2016-01-01;operação;ativado
SPCI000012;GLOBAL VILLAGE TELECOM LTDA;GVT -  LORENA-BARRA MANSA;;CI;0;0;0698/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;;SP;;;0.00;2016-01-01;operação;ativado
SPCI000013;GLOBAL VILLAGE TELECOM LTDA;GVT -  REVAP-LORENA;;CI;0;0;0699/2013/4400/4600;2012-08-09;Contrato;2013-09-19;;;SPSJC0PP001;SP;;;0.00;2016-01-01;operação;ativado
MGBL000020;GM INFORMÁTICA;GM INFORMÁTICA;;BL;130;130;01237/2014/DC/4600;2014-08-04;Contrato;2014-10-22;;;MGPRT0PP001;MG;MGPRT0TC005;MG;8333.00;2016-01-01;operação;upgrade
TOBL000026;GNET COMUNICAÇÕES E INFORM LTDA;GNET COMUNICAÇÕES;;BL;150;150;0813/2013/DC/4600;2013-12-23;Contrato;2014-02-18;;;TOPIT0TR001;TO;TOPIT0PC005;TO;9636.00;2016-01-01;operação;upgrade
PABL000025;GNEX LTDA - ME;GNEX TELECOM;;BL;100;100;0065/2016/DC/4600;2016-01-26;Contrato;2016-02-18;;;PABLM0PM002;PA;;;8500.00;2016-03-08;operação;ativado
SPBL000011;GOLD TELECOMUNICACOES LTDA - ME;GOLD TELECOMUNICAÇÕES;;BL;120;120;01869/2015/DC/4600;2015-09-08;Contrato;2016-01-27;;;SPTTE0PP001;SP;;;3000.00;2015-11-02;operação;upgrade
PIAC000004;GOOGLE LOON LLC;GOOGLE;;AC;0;0;Circuito Teste de 3 dias ;2014-05-27;Contrato;2014-05-29;;;PICRA0PP001;PI;PICRA0PP001;PI;0.00;2016-01-01;desativado;desativado
ROAC000002;GOVERNO DO ESTADO DE RONDÔNIA;GOVERNO RONDONIA;;AC;440;440;0545/2013/DC/4400/4600;2013-08-07;Contrato;2013-08-17;;;ROPVO0PM002;RO;ROPVO0PM002;RO;0.00;2016-01-01;operação;upgrade
RJAC000001;GRUPAMENTO DE APOIO LOGÍSTICO (GAL);GAL - CAMPO DOS AFONSOS;;AC;300;300;01583/2015/DC/4600;2015-03-16;Contrato;2015-12-03;;;RJRJO0PM012;RJ;;;42119.00;2015-07-14;operação;ativado
RJAC000002;GRUPAMENTO DE APOIO LOGÍSTICO (GAL);GAL - TECNOLOGIA INFORMAÇÃO;;AC;100;100;01584/2015/DC/4600;2015-03-16;Contrato;2015-12-21;;;RJRJO0PM012;RJ;;;18283.00;2014-06-24;operação;ativado
RJAC000004;GRUPAMENTO DE APOIO LOGÍSTICO (GAL);GAL - ILHA GOVERNADOR;;AC;300;300;01585/2015/DC/4600;2015-03-16;Contrato;2015-12-01;;;RJRJO0PM012;RJ;;;42119.00;2015-06-24;operação;ativado
TOBL000013;GRUPO CONECTA TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;GRUPO CONECTA;;BL;235;235;01586/2015/DC/4600;2015-02-13;Contrato;2015-03-06;;;TOCGO0TR001;TO;;;20661.75;2016-01-01;operação;trânsito
RNP2000001;GTNET PROVEDOR DE ACESSO A INTERNET LTDA - ME;GTNET - SANTA CRUZ-BARUERI;;P2;400;0;02033/2015/DC/4600;2015-12-09;Contrato;2016-01-01;;;RNSNZ0PP001;RN;;;15180.00;2016-02-01;instalação;pend. implantação
ESBL000004;GURISAT GURINET LTDA;GURISAT GURINET;;BL;120;120;01779/2015/DC/4760;2015-07-09;Contrato;2015-08-11;;;ESSMT0PP001;ES;ESSMT0TR001;ES;5386.80;2015-08-20;operação;mudança de configuração
MABL000028;GUSA NORDESTE S.A.;GUSA NORDESTE;;BL;20;20;01496/2014/DC/4600;2015-01-19;Contrato;2015-07-01;;;MAITZ0PP001;MA;;;4292.20;2015-02-06;operação;ativado
PABL000016;H.R.B. LACERDA COMERCIO E SERVIÇOS - ME;H.R.B. LACERDA;;BL;150;150;01631/2015/DC/4740;2015-04-07;Contrato;2015-08-13;;;PAPCJ0PP003;PA;;;12000.00;2015-05-27;operação;desbloqueado
PABL000007;HALLEY TELECOM COMERCIO & SERVICOS LTDA - ME;HALLEY TELECOM;;BL;1000;1000;01555/2015/DC/4600;2015-02-24;Contrato;2015-03-30;;;PASID0PP002;PA;;;45000.00;2016-01-01;operação;upgrade
RSBL000011;HENRIQUE HONÓRIO PEREIRA CABRAL;HENRIQUE HONÓRIO;;BL;200;200;028/2016/DC/2016;2016-01-13;Contrato;2016-03-09;;;RSGTI0PP001;RS;RSCHUIPC001;RS;10600.00;2016-02-26;operação;ativado
RSBL000018;HONOS DATA EXCHANGE INFORMATICA LTDA - EPP;HONOS DATA EXCHANGE;Porto Alegre;BL;100;100;0344/2016/DC/4600;2016-04-28;Contrato;2016-07-04;4770/030/2016;;RSBGV0TR001;RS;;;5000.00;2016-01-01;operação;ativado
PABL000006;I R TECNOLOGIA LTDA  ME;I R TECNOLOGIA;;BL;200;200;01536/2015/DC/4740;2015-02-09;Contrato;2015-02-23;;;PAMBA0PP002;PA;PAMBA0PP002;PA;15600.00;2016-01-01;operação;mudança de configuração
TOBL000023;I2 Telecom Tec. da Informação  ltda ME;I2 TELECOM;;BL;0;0;;2013-11-04;Contrato;2014-09-02;;;;TO;;;0.00;2016-01-01;cancelado;cancelado
DFBL000010;I9 Brasília;I9;;BL;0;0;;2016-01-01;Contrato;2012-06-28;;;DFBSA0PP002;DF;DFBSA0PP002;DF;0.00;2016-01-01;desativado;desativado
MABL000001;IBL BANDA LARGA INTERNET INFORMÁTICA LTDA - ME;IBL BANDA LARGA - IMPERATRIZ;;BL;1000;1000;036/2012/DC/4600;2012-03-05;Contrato;2012-08-06;;;MAITZ0TR001;MA;;;60000.00;2016-01-01;operação;mudança de endereço
PABL000030;IBL BANDA LARGA INTERNET INFORMÁTICA LTDA - ME;IBL - BANDA LARGA - JACUNDÁ;;BL;100;100;02001/2015/DC/4600;2015-11-27;Contrato;2016-03-16;;;PATLA0PP002;PA;;;8500.00;2015-12-17;operação;ativado
DFAC000045;IMPRENSA NACIONAL;IMPRENSA NACIONAL IP;;AC;100;0;0135/2016/DC/4600;2015-09-16;Contrato;2016-01-01;;;DFBSA0PP004;DF;;;10435.35;2015-11-30;instalação;pend. comercial
DFL2000033;IMPRENSA NACIONAL;IMPRENSA NACIONAL - SIG-P.REPÚBLICA;;L2;500;0;085/2015/DC/4600;2015-09-02;Oportunidade;2016-01-01;;;;DF;;;17667.45;2015-12-01;instalação;pend. comercial
MGBL000018;INDNET TELECOMUNICAÇÕES LTDA -ME;INDNET;;BL;100;40;0791/2013/DC/4600;2014-02-04;Contrato;2014-04-16;;;MGPRT0PP001;MG;MGPRT0PP001;MG;2675.60;2016-01-01;operação;upgrade
GOBL000024;INFOBARRA SOLUÇÕES DE INFORMÁTICA LTDA - EPP;INFOBARRA;Brasília;BL;140;140;0645/2013/DC/4600;2013-08-22;Contrato;2013-12-26;4730/043/2015;;GOCON0PP001;GO;GOCON0TR003;GO;14810.00;2016-01-01;operação;trânsito
SPBL000004;INFORMÁTICA DE MUNICÍPIOS ASSOCIADOS;IMA;;BL;192;50;0183/2012/DC/4600;2013-08-13;Contrato;2013-11-01;;;SPCAS0PP001;SP;SPCAS0TR002;SP;3500.00;2016-01-01;operação;ativado
MGBL000021;INFOSYSTEM TELECOMUNICAÇÕES E INFORMÁTICA LTDA;INFOSYSTEM;;BL;50;50;2020/2015/DC/4600;2015-11-27;Contrato;2016-03-07;;;MGIII0TR001;MG;MGIII0TR001;MG;3046.00;2016-01-25;operação;ativado
MABL000016;Infothel Net Telecom Ltda - ME;INFOTHEL NET;;BL;0;0;;2013-09-05;Contrato;2013-10-14;;;MAGJU0PP001;MA;MAGJU0PP001;MA;0.00;2016-01-01;desativado;desativado
AMAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO EDUARDO GOMES;;AC;10;10;0869/2014/4400/4600;2014-01-31;Contrato;2014-10-14;;;AMMNS0PP002;AM;;;0.00;2016-01-01;operação;ativado
BAAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO DEP. LEM;;AC;10;10;0864/2014/4400/4600;2014-01-31;Contrato;2014-07-24;;;BASDR0PM005;BA;BASDR0PM005;BA;0.00;2016-01-01;operação;ativado
CEAC000003;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO - PINTO MARTINS;;AC;10;10;0785/2013/4400/4600;2013-11-28;Contrato;2013-12-19;;;CEFLA0PM004;CE;CEFLA0PM004;CE;0.00;2016-01-01;operação;mudança de configuração
MGAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO PAMPULHA;;AC;10;10;0860/2014/4400/4600;2014-01-31;Contrato;2015-02-05;;;MGBHE0PM014;MG;MGBHE0PM014;MG;0.00;2016-01-01;operação;ativado
MGAC000005;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO CARLOS PRATES;;AC;10;0;0870/2013/4400/4600;2014-01-31;Contrato;2016-01-01;;;;MG;;;0.00;2014-02-28;cancelado;cancelado
MGAC000006;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO CONFINS;;AC;10;0;0873/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;MG;;;0.00;2016-01-01;cancelado;cancelado
MTAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO MARECHAL RONDON;;AC;10;10;0867/2014/4400/4600;2014-01-31;Contrato;2014-06-06;;;MTVAZ0TC002;MT;MTVAZ0TC002;MT;0.00;2016-01-01;operação;ativado
PEAC000003;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO - GUARARAPES;;AC;10;10;0779/2013/4400/4600;2013-11-27;Contrato;2014-02-27;;;PERCE0PP001;PE;PERCE0PP001;PE;0.00;2016-01-01;operação;ativado
PRAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO AFONSO PENA;;AC;10;10;0868/2014/4400/4600;2014-01-31;Contrato;2014-08-19;;;PRSJP0PM001;PR;PRSJP0PM001;PR;0.00;2016-01-01;operação;ativado
RJAC000005;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO JACAREPAGUA;;AC;10;0;0861/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;RJ;;;0.00;2014-05-29;instalação;pend. implantação
RJAC000006;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO GALEAO;;AC;10;0;0862/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;RJ;;;0.00;2016-01-01;cancelado;cancelado
RJAC000007;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO SANTOS DUMONT;;AC;10;10;0863/2014/4400/4600;2014-01-31;Contrato;2014-04-28;;;RJRJO0PM011;RJ;;;0.00;2016-01-01;operação;ativado
RNAC000005;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO AUGUSTO SEVERO;;AC;10;0;0871/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;RN;;;0.00;2016-01-01;cancelado;cancelado
RSAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO SALGADO FILHO;;AC;10;10;0872/2014/4400/4600;2014-01-31;Contrato;2014-07-31;;;RSPAE0PM004;RS;RSPAE0PM004;RS;0.00;2016-01-01;operação;ativado
SPAC000004;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO CAMPO  DE MARTE;;AC;10;0;0865/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;SP;;;0.00;2016-01-01;cancelado;cancelado
